season,competition,event,instance_of_event_in_competition,gender,round,race,Place,Start Pos.,Warn.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,lap,laptime,lap_start_position,lap_end_position,position_change
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1500m,-1,w,Semifinals,2,2,1,,,29.0,AriannaFONTANA,6227,ITA,"
						2:24.935 
					",QA,5,10.36,4.0,4.0,-0.0
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1500m,-1,w,Semifinals,2,2,1,,,29.0,AriannaFONTANA,6227,ITA,"
						2:24.935 
					",QA,6,9.85,4.0,2.0,2.0
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1500m,-1,w,Semifinals,2,2,1,,,29.0,AriannaFONTANA,6227,ITA,"
						2:24.935 
					",QA,7,9.55,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1500m,-1,w,Semifinals,2,2,1,,,29.0,AriannaFONTANA,6227,ITA,"
						2:24.935 
					",QA,8,9.99,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1500m,-1,w,Semifinals,2,2,1,,,29.0,AriannaFONTANA,6227,ITA,"
						2:24.935 
					",QA,9,10.24,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1500m,-1,w,Semifinals,2,2,1,,,29.0,AriannaFONTANA,6227,ITA,"
						2:24.935 
					",QA,10,10.24,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1500m,-1,w,Semifinals,2,2,1,,,29.0,AriannaFONTANA,6227,ITA,"
						2:24.935 
					",QA,11,9.94,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1500m,-1,w,Semifinals,2,2,1,,,29.0,AriannaFONTANA,6227,ITA,"
						2:24.935 
					",QA,12,9.74,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1500m,-1,w,Semifinals,2,2,1,,,29.0,AriannaFONTANA,6227,ITA,"
						2:24.935 
					",QA,13,9.78,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1500m,-1,w,Semifinals,2,2,1,,,29.0,AriannaFONTANA,6227,ITA,"
						2:24.935 
					",QA,14,9.86,2.0,2.0,-0.0
2005-2006,"2005 World Cup 1, China",500m,-1,w,Preliminaries,4,2,2,,,838.0,AriannaFONTANA,6227,ITA,"
						46.240 
					",Q,2,9.7092,1.0,1.0,-0.0
2005-2006,"2005 World Cup 1, China",500m,-1,w,Preliminaries,4,2,2,,,838.0,AriannaFONTANA,6227,ITA,"
						46.240 
					",Q,3,9.4211,1.0,1.0,-0.0
2005-2006,"2005 World Cup 1, China",500m,-1,w,Preliminaries,4,2,2,,,838.0,AriannaFONTANA,6227,ITA,"
						46.240 
					",Q,4,9.7114,1.0,1.0,-0.0
2005-2006,"2005 World Cup 1, China",500m,-1,w,Preliminaries,4,2,2,,,838.0,AriannaFONTANA,6227,ITA,"
						46.240 
					",Q,5,9.95,1.0,2.0,-1.0
2005-2006,"2005 World Cup 1, China",500m,-1,w,QuarterFinals,2,3,2,,,838.0,AriannaFONTANA,6227,ITA,"
						45.923 
					",,2,9.7172,4.0,2.0,2.0
2005-2006,"2005 World Cup 1, China",500m,-1,w,QuarterFinals,2,3,2,,,838.0,AriannaFONTANA,6227,ITA,"
						45.923 
					",,3,9.2526,2.0,3.0,-1.0
2005-2006,"2005 World Cup 1, China",500m,-1,w,QuarterFinals,2,3,2,,,838.0,AriannaFONTANA,6227,ITA,"
						45.923 
					",,4,9.4723,3.0,3.0,-0.0
2005-2006,"2005 World Cup 1, China",500m,-1,w,QuarterFinals,2,3,2,,,838.0,AriannaFONTANA,6227,ITA,"
						45.923 
					",,5,9.77,3.0,3.0,-0.0
2005-2006,"2005 World Cup 1, China",500m,-1,w,Heats,2,2,3,,,838.0,AriannaFONTANA,6227,ITA,"
						46.015 
					",Q,2,9.5907,3.0,3.0,-0.0
2005-2006,"2005 World Cup 1, China",500m,-1,w,Heats,2,2,3,,,838.0,AriannaFONTANA,6227,ITA,"
						46.015 
					",Q,3,9.3551,3.0,2.0,1.0
2005-2006,"2005 World Cup 1, China",500m,-1,w,Heats,2,2,3,,,838.0,AriannaFONTANA,6227,ITA,"
						46.015 
					",Q,4,9.6009,2.0,2.0,-0.0
2005-2006,"2005 World Cup 1, China",500m,-1,w,Heats,2,2,3,,,838.0,AriannaFONTANA,6227,ITA,"
						46.015 
					",Q,5,9.96,2.0,2.0,-0.0
2005-2006,"2005 World Cup 2, Korea",500m,-1,w,Preliminaries,5,4,4,,,39.0,AriannaFONTANA,6227,ITA,"
						1:07.597 
					",,2,25.181,3.0,4.0,-1.0
2005-2006,"2005 World Cup 2, Korea",500m,-1,w,Preliminaries,5,4,4,,,39.0,AriannaFONTANA,6227,ITA,"
						1:07.597 
					",,3,11.85,4.0,4.0,-0.0
2005-2006,"2005 World Cup 2, Korea",500m,-1,w,Preliminaries,5,4,4,,,39.0,AriannaFONTANA,6227,ITA,"
						1:07.597 
					",,4,11.092,4.0,4.0,-0.0
2005-2006,"2005 World Cup 2, Korea",500m,-1,w,Preliminaries,5,4,4,,,39.0,AriannaFONTANA,6227,ITA,"
						1:07.597 
					",,5,11.69,4.0,4.0,-0.0
2005-2006,"2005 World Cup 3, Italy",1000m,-1,w,Preliminaries,7,1,1,,,52.0,AriannaFONTANA,6227,ITA,"
						1:35.661 
					",Q,1,13.744000000000002,1.0,2.0,-1.0
2005-2006,"2005 World Cup 3, Italy",1000m,-1,w,Preliminaries,7,1,1,,,52.0,AriannaFONTANA,6227,ITA,"
						1:35.661 
					",Q,2,10.791,2.0,3.0,-1.0
2005-2006,"2005 World Cup 3, Italy",1000m,-1,w,Preliminaries,7,1,1,,,52.0,AriannaFONTANA,6227,ITA,"
						1:35.661 
					",Q,3,10.498,3.0,3.0,-0.0
2005-2006,"2005 World Cup 3, Italy",1000m,-1,w,Preliminaries,7,1,1,,,52.0,AriannaFONTANA,6227,ITA,"
						1:35.661 
					",Q,4,10.416,3.0,3.0,-0.0
2005-2006,"2005 World Cup 3, Italy",1000m,-1,w,Preliminaries,7,1,1,,,52.0,AriannaFONTANA,6227,ITA,"
						1:35.661 
					",Q,5,10.283,3.0,3.0,-0.0
2005-2006,"2005 World Cup 3, Italy",1000m,-1,w,Preliminaries,7,1,1,,,52.0,AriannaFONTANA,6227,ITA,"
						1:35.661 
					",Q,6,9.532,3.0,1.0,2.0
2005-2006,"2005 World Cup 3, Italy",1000m,-1,w,Preliminaries,7,1,1,,,52.0,AriannaFONTANA,6227,ITA,"
						1:35.661 
					",Q,7,9.714,1.0,1.0,-0.0
2005-2006,"2005 World Cup 3, Italy",1000m,-1,w,Preliminaries,7,1,1,,,52.0,AriannaFONTANA,6227,ITA,"
						1:35.661 
					",Q,8,10.161,1.0,1.0,-0.0
2005-2006,"2005 World Cup 3, Italy",1000m,-1,w,Preliminaries,7,1,1,,,52.0,AriannaFONTANA,6227,ITA,"
						1:35.661 
					",Q,9,10.53,1.0,1.0,-0.0
2005-2006,"2005 World Cup 3, Italy",1000m,-1,w,Heats,5,2,3,,,52.0,AriannaFONTANA,6227,ITA,"
						1:33.914 
					",Q,1,13.652,3.0,2.0,1.0
2005-2006,"2005 World Cup 3, Italy",1000m,-1,w,Heats,5,2,3,,,52.0,AriannaFONTANA,6227,ITA,"
						1:33.914 
					",Q,2,10.720999999999998,2.0,3.0,-1.0
2005-2006,"2005 World Cup 3, Italy",1000m,-1,w,Heats,5,2,3,,,52.0,AriannaFONTANA,6227,ITA,"
						1:33.914 
					",Q,3,10.33,3.0,4.0,-1.0
2005-2006,"2005 World Cup 3, Italy",1000m,-1,w,Heats,5,2,3,,,52.0,AriannaFONTANA,6227,ITA,"
						1:33.914 
					",Q,4,9.712,4.0,1.0,3.0
2005-2006,"2005 World Cup 3, Italy",1000m,-1,w,Heats,5,2,3,,,52.0,AriannaFONTANA,6227,ITA,"
						1:33.914 
					",Q,5,9.832,1.0,1.0,-0.0
2005-2006,"2005 World Cup 3, Italy",1000m,-1,w,Heats,5,2,3,,,52.0,AriannaFONTANA,6227,ITA,"
						1:33.914 
					",Q,6,10.08,1.0,2.0,-1.0
2005-2006,"2005 World Cup 3, Italy",1000m,-1,w,Heats,5,2,3,,,52.0,AriannaFONTANA,6227,ITA,"
						1:33.914 
					",Q,7,9.68,2.0,1.0,1.0
2005-2006,"2005 World Cup 3, Italy",1000m,-1,w,Heats,5,2,3,,,52.0,AriannaFONTANA,6227,ITA,"
						1:33.914 
					",Q,8,9.819,1.0,1.0,-0.0
2005-2006,"2005 World Cup 3, Italy",1000m,-1,w,Heats,5,2,3,,,52.0,AriannaFONTANA,6227,ITA,"
						1:33.914 
					",Q,9,10.1,1.0,2.0,-1.0
2005-2006,"2005 World Cup 3, Italy",1500m,-1,w,Heats,9,5,3,,,52.0,AriannaFONTANA,6227,ITA,"
						2:50.659 
					",,2,12.352,3.0,1.0,2.0
2005-2006,"2005 World Cup 3, Italy",1500m,-1,w,Heats,9,5,3,,,52.0,AriannaFONTANA,6227,ITA,"
						2:50.659 
					",,3,12.283,1.0,2.0,-1.0
2005-2006,"2005 World Cup 3, Italy",1500m,-1,w,Heats,9,5,3,,,52.0,AriannaFONTANA,6227,ITA,"
						2:50.659 
					",,4,11.177,2.0,2.0,-0.0
2005-2006,"2005 World Cup 3, Italy",1500m,-1,w,Heats,9,5,3,,,52.0,AriannaFONTANA,6227,ITA,"
						2:50.659 
					",,5,11.057,2.0,3.0,-1.0
2005-2006,"2005 World Cup 3, Italy",1500m,-1,w,Heats,9,5,3,,,52.0,AriannaFONTANA,6227,ITA,"
						2:50.659 
					",,6,10.601,3.0,3.0,-0.0
2005-2006,"2005 World Cup 3, Italy",1500m,-1,w,Heats,9,5,3,,,52.0,AriannaFONTANA,6227,ITA,"
						2:50.659 
					",,7,10.29,3.0,2.0,1.0
2005-2006,"2005 World Cup 3, Italy",1500m,-1,w,Heats,9,5,3,,,52.0,AriannaFONTANA,6227,ITA,"
						2:50.659 
					",,8,10.363,2.0,3.0,-1.0
2005-2006,"2005 World Cup 3, Italy",1500m,-1,w,Heats,9,5,3,,,52.0,AriannaFONTANA,6227,ITA,"
						2:50.659 
					",,9,10.671,3.0,3.0,-0.0
2005-2006,"2005 World Cup 3, Italy",1500m,-1,w,Heats,9,5,3,,,52.0,AriannaFONTANA,6227,ITA,"
						2:50.659 
					",,10,10.517,3.0,2.0,1.0
2005-2006,"2005 World Cup 3, Italy",1500m,-1,w,Heats,9,5,3,,,52.0,AriannaFONTANA,6227,ITA,"
						2:50.659 
					",,11,10.449000000000002,2.0,2.0,-0.0
2005-2006,"2005 World Cup 3, Italy",1500m,-1,w,Heats,9,5,3,,,52.0,AriannaFONTANA,6227,ITA,"
						2:50.659 
					",,12,10.221,2.0,2.0,-0.0
2005-2006,"2005 World Cup 3, Italy",1500m,-1,w,Heats,9,5,3,,,52.0,AriannaFONTANA,6227,ITA,"
						2:50.659 
					",,13,10.441,2.0,3.0,-1.0
2005-2006,"2005 World Cup 3, Italy",1500m,-1,w,Heats,9,5,3,,,52.0,AriannaFONTANA,6227,ITA,"
						2:50.659 
					",,14,31.12,3.0,5.0,-2.0
2005-2006,"2006 World Junior Championships, Romania",500m,-1,m,QuarterFinals,1,3,1,,,114.0,FrancoisHAMELIN,6167,CAN,"
						43.665 
					",,2,9.251,4.0,4.0,-0.0
2005-2006,"2006 World Junior Championships, Romania",500m,-1,m,QuarterFinals,1,3,1,,,114.0,FrancoisHAMELIN,6167,CAN,"
						43.665 
					",,3,8.637,4.0,3.0,1.0
2005-2006,"2006 World Junior Championships, Romania",500m,-1,m,QuarterFinals,1,3,1,,,114.0,FrancoisHAMELIN,6167,CAN,"
						43.665 
					",,4,9.117,3.0,4.0,-1.0
2005-2006,"2006 World Junior Championships, Romania",500m,-1,m,QuarterFinals,1,3,1,,,114.0,FrancoisHAMELIN,6167,CAN,"
						43.665 
					",,5,9.06,4.0,3.0,1.0
2005-2006,"2006 World Junior Championships, Romania",500m,-1,m,Preliminaries,9,1,2,,,114.0,FrancoisHAMELIN,6167,CAN,"
						44.061 
					",Q,2,9.186,1.0,1.0,-0.0
2005-2006,"2006 World Junior Championships, Romania",500m,-1,m,Preliminaries,9,1,2,,,114.0,FrancoisHAMELIN,6167,CAN,"
						44.061 
					",Q,3,8.857000000000003,1.0,1.0,-0.0
2005-2006,"2006 World Junior Championships, Romania",500m,-1,m,Preliminaries,9,1,2,,,114.0,FrancoisHAMELIN,6167,CAN,"
						44.061 
					",Q,4,9.291,1.0,1.0,-0.0
2005-2006,"2006 World Junior Championships, Romania",500m,-1,m,Preliminaries,9,1,2,,,114.0,FrancoisHAMELIN,6167,CAN,"
						44.061 
					",Q,5,9.3,1.0,1.0,-0.0
2005-2006,"2006 World Junior Championships, Romania",500m,-1,m,Heats,2,1,4,,,114.0,FrancoisHAMELIN,6167,CAN,"
						44.493 
					",Q,2,9.237,3.0,2.0,1.0
2005-2006,"2006 World Junior Championships, Romania",500m,-1,m,Heats,2,1,4,,,114.0,FrancoisHAMELIN,6167,CAN,"
						44.493 
					",Q,3,9.146,2.0,1.0,1.0
2005-2006,"2006 World Junior Championships, Romania",500m,-1,m,Heats,2,1,4,,,114.0,FrancoisHAMELIN,6167,CAN,"
						44.493 
					",Q,4,9.099,1.0,1.0,-0.0
2005-2006,"2006 World Junior Championships, Romania",500m,-1,m,Heats,2,1,4,,,114.0,FrancoisHAMELIN,6167,CAN,"
						44.493 
					",Q,5,9.38,1.0,1.0,-0.0
2005-2006,"2006 World Junior Championships, Romania",1000m,-1,m,Preliminaries,16,1,4,,,114.0,FrancoisHAMELIN,6167,CAN,"
						1:34.963 
					",Q,1,14.387,4.0,4.0,-0.0
2005-2006,"2006 World Junior Championships, Romania",1000m,-1,m,Preliminaries,16,1,4,,,114.0,FrancoisHAMELIN,6167,CAN,"
						1:34.963 
					",Q,2,11.493,4.0,3.0,1.0
2005-2006,"2006 World Junior Championships, Romania",1000m,-1,m,Preliminaries,16,1,4,,,114.0,FrancoisHAMELIN,6167,CAN,"
						1:34.963 
					",Q,3,11.547,3.0,2.0,1.0
2005-2006,"2006 World Junior Championships, Romania",1000m,-1,m,Preliminaries,16,1,4,,,114.0,FrancoisHAMELIN,6167,CAN,"
						1:34.963 
					",Q,4,10.357,2.0,3.0,-1.0
2005-2006,"2006 World Junior Championships, Romania",1000m,-1,m,Preliminaries,16,1,4,,,114.0,FrancoisHAMELIN,6167,CAN,"
						1:34.963 
					",Q,5,9.493,3.0,1.0,2.0
2005-2006,"2006 World Junior Championships, Romania",1000m,-1,m,Preliminaries,16,1,4,,,114.0,FrancoisHAMELIN,6167,CAN,"
						1:34.963 
					",Q,6,9.415,1.0,1.0,-0.0
2005-2006,"2006 World Junior Championships, Romania",1000m,-1,m,Preliminaries,16,1,4,,,114.0,FrancoisHAMELIN,6167,CAN,"
						1:34.963 
					",Q,7,9.469,1.0,1.0,-0.0
2005-2006,"2006 World Junior Championships, Romania",1000m,-1,m,Preliminaries,16,1,4,,,114.0,FrancoisHAMELIN,6167,CAN,"
						1:34.963 
					",Q,8,9.435,1.0,1.0,-0.0
2005-2006,"2006 World Junior Championships, Romania",1000m,-1,m,Preliminaries,16,1,4,,,114.0,FrancoisHAMELIN,6167,CAN,"
						1:34.963 
					",Q,9,9.37,1.0,1.0,-0.0
2005-2006,"2006 World Junior Championships, Romania",1000m,-1,m,QuarterFinals,1,2,4,,,114.0,FrancoisHAMELIN,6167,CAN,"
						1:29.638 
					",Q,1,13.43,4.0,3.0,1.0
2005-2006,"2006 World Junior Championships, Romania",1000m,-1,m,QuarterFinals,1,2,4,,,114.0,FrancoisHAMELIN,6167,CAN,"
						1:29.638 
					",Q,2,9.335,3.0,2.0,1.0
2005-2006,"2006 World Junior Championships, Romania",1000m,-1,m,QuarterFinals,1,2,4,,,114.0,FrancoisHAMELIN,6167,CAN,"
						1:29.638 
					",Q,3,9.48,2.0,2.0,-0.0
2005-2006,"2006 World Junior Championships, Romania",1000m,-1,m,QuarterFinals,1,2,4,,,114.0,FrancoisHAMELIN,6167,CAN,"
						1:29.638 
					",Q,4,9.543,2.0,2.0,-0.0
2005-2006,"2006 World Junior Championships, Romania",1000m,-1,m,QuarterFinals,1,2,4,,,114.0,FrancoisHAMELIN,6167,CAN,"
						1:29.638 
					",Q,5,9.51,2.0,2.0,-0.0
2005-2006,"2006 World Junior Championships, Romania",1000m,-1,m,QuarterFinals,1,2,4,,,114.0,FrancoisHAMELIN,6167,CAN,"
						1:29.638 
					",Q,6,9.463,2.0,2.0,-0.0
2005-2006,"2006 World Junior Championships, Romania",1000m,-1,m,QuarterFinals,1,2,4,,,114.0,FrancoisHAMELIN,6167,CAN,"
						1:29.638 
					",Q,7,9.678,2.0,2.0,-0.0
2005-2006,"2006 World Junior Championships, Romania",1000m,-1,m,QuarterFinals,1,2,4,,,114.0,FrancoisHAMELIN,6167,CAN,"
						1:29.638 
					",Q,8,9.9,2.0,3.0,-1.0
2005-2006,"2006 World Junior Championships, Romania",1000m,-1,m,QuarterFinals,1,2,4,,,114.0,FrancoisHAMELIN,6167,CAN,"
						1:29.638 
					",Q,9,9.31,3.0,2.0,1.0
2005-2006,"2006 World Junior Championships, Romania",1000m,-1,m,Heats,8,2,2,,,114.0,FrancoisHAMELIN,6167,CAN,"
						1:31.798 
					",Q,1,13.573,2.0,1.0,1.0
2005-2006,"2006 World Junior Championships, Romania",1000m,-1,m,Heats,8,2,2,,,114.0,FrancoisHAMELIN,6167,CAN,"
						1:31.798 
					",Q,2,9.97,1.0,1.0,-0.0
2005-2006,"2006 World Junior Championships, Romania",1000m,-1,m,Heats,8,2,2,,,114.0,FrancoisHAMELIN,6167,CAN,"
						1:31.798 
					",Q,3,9.725,1.0,1.0,-0.0
2005-2006,"2006 World Junior Championships, Romania",1000m,-1,m,Heats,8,2,2,,,114.0,FrancoisHAMELIN,6167,CAN,"
						1:31.798 
					",Q,4,9.886,1.0,3.0,-2.0
2005-2006,"2006 World Junior Championships, Romania",1000m,-1,m,Heats,8,2,2,,,114.0,FrancoisHAMELIN,6167,CAN,"
						1:31.798 
					",Q,5,9.523,3.0,1.0,2.0
2005-2006,"2006 World Junior Championships, Romania",1000m,-1,m,Heats,8,2,2,,,114.0,FrancoisHAMELIN,6167,CAN,"
						1:31.798 
					",Q,6,9.835,1.0,2.0,-1.0
2005-2006,"2006 World Junior Championships, Romania",1000m,-1,m,Heats,8,2,2,,,114.0,FrancoisHAMELIN,6167,CAN,"
						1:31.798 
					",Q,7,9.566,2.0,1.0,1.0
2005-2006,"2006 World Junior Championships, Romania",1000m,-1,m,Heats,8,2,2,,,114.0,FrancoisHAMELIN,6167,CAN,"
						1:31.798 
					",Q,8,9.828,1.0,1.0,-0.0
2005-2006,"2006 World Junior Championships, Romania",1000m,-1,m,Heats,8,2,2,,,114.0,FrancoisHAMELIN,6167,CAN,"
						1:31.798 
					",Q,9,9.9,1.0,2.0,-1.0
2005-2006,"2006 World Junior Championships, Romania",500m,-1,w,Preliminaries,7,1,2,,,32.0,AriannaFONTANA,6227,ITA,"
						47.823 
					",Q,2,9.726,1.0,1.0,-0.0
2005-2006,"2006 World Junior Championships, Romania",500m,-1,w,Preliminaries,7,1,2,,,32.0,AriannaFONTANA,6227,ITA,"
						47.823 
					",Q,3,9.833,1.0,1.0,-0.0
2005-2006,"2006 World Junior Championships, Romania",500m,-1,w,Preliminaries,7,1,2,,,32.0,AriannaFONTANA,6227,ITA,"
						47.823 
					",Q,4,10.072,1.0,1.0,-0.0
2005-2006,"2006 World Junior Championships, Romania",500m,-1,w,Preliminaries,7,1,2,,,32.0,AriannaFONTANA,6227,ITA,"
						47.823 
					",Q,5,10.46,1.0,1.0,-0.0
2005-2006,2006 Olympic Games,1000m,-1,w,Heats,5,2,3,,,131.0,AriannaFONTANA,6227,ITA,"
						1:32.033 
					",,1,13.629,3.0,1.0,2.0
2005-2006,2006 Olympic Games,1000m,-1,w,Heats,5,2,3,,,131.0,AriannaFONTANA,6227,ITA,"
						1:32.033 
					",,2,10.192,1.0,4.0,-3.0
2005-2006,2006 Olympic Games,1000m,-1,w,Heats,5,2,3,,,131.0,AriannaFONTANA,6227,ITA,"
						1:32.033 
					",,3,9.835,4.0,4.0,-0.0
2005-2006,2006 Olympic Games,1000m,-1,w,Heats,5,2,3,,,131.0,AriannaFONTANA,6227,ITA,"
						1:32.033 
					",,4,9.709,4.0,2.0,2.0
2005-2006,2006 Olympic Games,1000m,-1,w,Heats,5,2,3,,,131.0,AriannaFONTANA,6227,ITA,"
						1:32.033 
					",,5,9.671,2.0,2.0,-0.0
2005-2006,2006 Olympic Games,1000m,-1,w,Heats,5,2,3,,,131.0,AriannaFONTANA,6227,ITA,"
						1:32.033 
					",,6,9.8,2.0,3.0,-1.0
2005-2006,2006 Olympic Games,1000m,-1,w,Heats,5,2,3,,,131.0,AriannaFONTANA,6227,ITA,"
						1:32.033 
					",,7,9.533,3.0,2.0,1.0
2005-2006,2006 Olympic Games,1000m,-1,w,Heats,5,2,3,,,131.0,AriannaFONTANA,6227,ITA,"
						1:32.033 
					",,8,9.784,2.0,2.0,-0.0
2005-2006,2006 Olympic Games,1000m,-1,w,Heats,5,2,3,,,131.0,AriannaFONTANA,6227,ITA,"
						1:32.033 
					",,9,9.89,2.0,2.0,-0.0
2005-2006,2006 Olympic Games,1000m,-1,w,QuarterFinals,3,1,3,,,131.0,AriannaFONTANA,6227,ITA,"
						1:33.401 
					",,1,13.649,3.0,3.0,-0.0
2005-2006,2006 Olympic Games,1000m,-1,w,QuarterFinals,3,1,3,,,131.0,AriannaFONTANA,6227,ITA,"
						1:33.401 
					",,2,9.998,3.0,2.0,1.0
2005-2006,2006 Olympic Games,1000m,-1,w,QuarterFinals,3,1,3,,,131.0,AriannaFONTANA,6227,ITA,"
						1:33.401 
					",,3,10.11,2.0,2.0,-0.0
2005-2006,2006 Olympic Games,1000m,-1,w,QuarterFinals,3,1,3,,,131.0,AriannaFONTANA,6227,ITA,"
						1:33.401 
					",,4,10.108,2.0,2.0,-0.0
2005-2006,2006 Olympic Games,1000m,-1,w,QuarterFinals,3,1,3,,,131.0,AriannaFONTANA,6227,ITA,"
						1:33.401 
					",,5,9.801,2.0,2.0,-0.0
2005-2006,2006 Olympic Games,1000m,-1,w,QuarterFinals,3,1,3,,,131.0,AriannaFONTANA,6227,ITA,"
						1:33.401 
					",,6,9.854,2.0,1.0,1.0
2005-2006,2006 Olympic Games,1000m,-1,w,QuarterFinals,3,1,3,,,131.0,AriannaFONTANA,6227,ITA,"
						1:33.401 
					",,7,10.087,1.0,2.0,-1.0
2005-2006,2006 Olympic Games,1000m,-1,w,QuarterFinals,3,1,3,,,131.0,AriannaFONTANA,6227,ITA,"
						1:33.401 
					",,8,9.617,2.0,1.0,1.0
2005-2006,2006 Olympic Games,1000m,-1,w,QuarterFinals,3,1,3,,,131.0,AriannaFONTANA,6227,ITA,"
						1:33.401 
					",,9,10.18,1.0,1.0,-0.0
2005-2006,2006 Olympic Games,500m,-1,w,Heats,7,2,1,,,131.0,AriannaFONTANA,6227,ITA,"
						45.398 
					",,2,9.716,2.0,2.0,-0.0
2005-2006,2006 Olympic Games,500m,-1,w,Heats,7,2,1,,,131.0,AriannaFONTANA,6227,ITA,"
						45.398 
					",,3,9.375,2.0,1.0,1.0
2005-2006,2006 Olympic Games,500m,-1,w,Heats,7,2,1,,,131.0,AriannaFONTANA,6227,ITA,"
						45.398 
					",,4,9.392,1.0,1.0,-0.0
2005-2006,2006 Olympic Games,500m,-1,w,Heats,7,2,1,,,131.0,AriannaFONTANA,6227,ITA,"
						45.398 
					",,5,9.51,1.0,2.0,-1.0
2005-2006,2006 Olympic Games,500m,-1,w,QuarterFinals,1,3,4,,,131.0,AriannaFONTANA,6227,ITA,"
						44.948 
					",,2,9.743,3.0,3.0,-0.0
2005-2006,2006 Olympic Games,500m,-1,w,QuarterFinals,1,3,4,,,131.0,AriannaFONTANA,6227,ITA,"
						44.948 
					",,3,9.187,3.0,3.0,-0.0
2005-2006,2006 Olympic Games,500m,-1,w,QuarterFinals,1,3,4,,,131.0,AriannaFONTANA,6227,ITA,"
						44.948 
					",,4,9.213,3.0,3.0,-0.0
2005-2006,2006 Olympic Games,500m,-1,w,QuarterFinals,1,3,4,,,131.0,AriannaFONTANA,6227,ITA,"
						44.948 
					",,5,9.48,3.0,3.0,-0.0
2005-2006,"2006 European Championships, Poland",1000m,-1,w,Heats,4,1,4,,,131.0,AriannaFONTANA,6227,ITA,"
						1:45.320 
					",Q,1,16.637999999999998,4.0,3.0,1.0
2005-2006,"2006 European Championships, Poland",1000m,-1,w,Heats,4,1,4,,,131.0,AriannaFONTANA,6227,ITA,"
						1:45.320 
					",Q,2,13.218,3.0,3.0,-0.0
2005-2006,"2006 European Championships, Poland",1000m,-1,w,Heats,4,1,4,,,131.0,AriannaFONTANA,6227,ITA,"
						1:45.320 
					",Q,3,12.849,3.0,3.0,-0.0
2005-2006,"2006 European Championships, Poland",1000m,-1,w,Heats,4,1,4,,,131.0,AriannaFONTANA,6227,ITA,"
						1:45.320 
					",Q,4,12.355,3.0,3.0,-0.0
2005-2006,"2006 European Championships, Poland",1000m,-1,w,Heats,4,1,4,,,131.0,AriannaFONTANA,6227,ITA,"
						1:45.320 
					",Q,5,10.144,3.0,3.0,-0.0
2005-2006,"2006 European Championships, Poland",1000m,-1,w,Heats,4,1,4,,,131.0,AriannaFONTANA,6227,ITA,"
						1:45.320 
					",Q,6,9.902,3.0,3.0,-0.0
2005-2006,"2006 European Championships, Poland",1000m,-1,w,Heats,4,1,4,,,131.0,AriannaFONTANA,6227,ITA,"
						1:45.320 
					",Q,7,10.142,3.0,3.0,-0.0
2005-2006,"2006 European Championships, Poland",1000m,-1,w,Heats,4,1,4,,,131.0,AriannaFONTANA,6227,ITA,"
						1:45.320 
					",Q,8,10.136,3.0,2.0,1.0
2005-2006,"2006 European Championships, Poland",1000m,-1,w,Heats,4,1,4,,,131.0,AriannaFONTANA,6227,ITA,"
						1:45.320 
					",Q,9,9.94,2.0,1.0,1.0
2005-2006,"2006 European Championships, Poland",500m,-1,w,Preliminaries,2,1,3,,,131.0,AriannaFONTANA,6227,ITA,"
						47.089 
					",Q,2,9.798,1.0,1.0,-0.0
2005-2006,"2006 European Championships, Poland",500m,-1,w,Preliminaries,2,1,3,,,131.0,AriannaFONTANA,6227,ITA,"
						47.089 
					",Q,3,9.781,1.0,1.0,-0.0
2005-2006,"2006 European Championships, Poland",500m,-1,w,Preliminaries,2,1,3,,,131.0,AriannaFONTANA,6227,ITA,"
						47.089 
					",Q,4,9.883,1.0,1.0,-0.0
2005-2006,"2006 European Championships, Poland",500m,-1,w,Preliminaries,2,1,3,,,131.0,AriannaFONTANA,6227,ITA,"
						47.089 
					",Q,5,10.38,1.0,1.0,-0.0
2005-2006,"2006 European Championships, Poland",1500m,-1,w,Heats,4,2,2,,,131.0,AriannaFONTANA,6227,ITA,"
						2:30.718 
					",Q,2,12.115,3.0,5.0,-2.0
2005-2006,"2006 European Championships, Poland",1500m,-1,w,Heats,4,2,2,,,131.0,AriannaFONTANA,6227,ITA,"
						2:30.718 
					",Q,3,10.572,5.0,5.0,-0.0
2005-2006,"2006 European Championships, Poland",1500m,-1,w,Heats,4,2,2,,,131.0,AriannaFONTANA,6227,ITA,"
						2:30.718 
					",Q,4,10.88,5.0,5.0,-0.0
